FinalIDassigned,BCG,Habitat,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,OxygenRequirements,Salinity,Saprobity,TrophicState,ZHR,CRUS,Green,Salinity2,NitrogenUptakeMetabolism2,Phylum,Class,Order,Family,Genus,Notes
Nitzschia bacilliformis,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bacillum,4,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,FB,NA,NA,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia balcanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia behrei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bremensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia brevissima,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia brunoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bryophila,4,BN,NA,NA,NA,NA,NA,NA,HM,NALON,DO_100,F,OS,NA,NA,NA,NA,F,NALON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia bulnheimiana,4,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia calica,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia capitellata,5,BN,NA,NA,NA,NA,high,high,HM,NA,NA,B,PS,PH,NA,NA,NA,Halo,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia clausii,4,BN,NA,NA,NA,NA,NA,NA,HM,NAHON,DO_75,B,AM,E,NA,NA,NA,Halo,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia closterium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia columbiana,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia communis,5,BN,NA,NA,NA,NA,NA,NA,HM,NHHONO,DO_50,FB,AMPS,E,NA,NA,NA,FB,Heterotroph,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia commutata,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,B,NA,NA,NA,NA,NA,Halo,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia commutatoides,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia compressa var elongata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia compressa var vexans,5,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia desertorum,5,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia dissipata,3,BN,NA,NA,NA,NA,high,high,HM,NAHON,DO_75,FB,BM,ME,NA,NA,NA,FB,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia dissipata var media,3,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia dubia,4,BN,NA,NA,NA,NA,NA,NA,HM,NAHON,DO_75,BF,BM,E,NA,NA,NA,Halo,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia elegantula,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia epithemoides,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia exilis,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia fasciculata,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,B,NA,NA,NA,NA,NA,Halo,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia filiformis,4,BN,NA,NA,NA,NA,high,high,HM,NHHONF,DO_50,B,AM,E,NA,NA,NA,Halo,Heterotroph,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia filiformis var conferta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia flexa,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,FB,OS,NA,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia flexoides,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia fonticola,4,BN,NA,NA,NA,NA,high,high,HM,NAHON,DO_75,FB,BM,ME,NA,NA,NA,FB,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia fonticoloides,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia fossilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia frequens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia frustulum,4,BN,NA,NA,NA,NA,high,high,HM,NHHONO,DO_50,BF,BM,E,NA,NA,NA,Halo,Heterotroph,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia fruticosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia gessneri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia graciliformis,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia gracilis,4,BN,NA,NA,NA,NA,high,high,HM,NA,DO_75,F,BM,M,NA,NA,NA,F,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia hantzschiana,NA,BN,NA,NA,NA,NA,high,NA,HM,NALON,DO_100,F,OS,M,NA,NA,NA,F,NALON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia heufleriana,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,FB,BM,NA,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia homburgiensis,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia hybrida,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia ignorata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia incognita,3,BN,NA,NA,NA,NA,low,low,HM,NA,NA,B,NA,NA,NA,NA,NA,Halo,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia inconspicua,4,BN,NA,NA,NA,NA,high,high,HM,NHHONF,DO_50,BF,AM,E,NA,NA,NA,Halo,Heterotroph,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia innominata,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia intermedia,4,BN,NA,NA,NA,NA,high,high,HM,NA,NA,FB,BM,E,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia kotschii,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia lacunarum,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia lacuum,3,BN,NA,NA,NA,NA,NA,NA,HM,NALON,DO_100,FB,OS,M,NA,NA,NA,FB,NALON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia laevis,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia lanceolata,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,B,NA,E,NA,NA,NA,Halo,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia leistikowii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia liebethruthii,4,BN,NA,NA,NA,NA,low,low,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia linearis,3,BN,NA,NA,NA,NA,high,high,HM,NAHON,DO_75,FB,BM,ME,NA,NA,NA,FB,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia linearis var tenuis,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia littorea,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia lorenziana,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia microcephala,5,BN,NA,NA,NA,NA,high,high,HM,NHHONO,DO_50,FB,AM,E,NA,NA,NA,FB,Heterotroph,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia minuta,4,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia modesta,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia nana,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,DO_100,FB,BM,M,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia navicularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia normanii,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia obtusa,NA,BN,NA,NA,NA,NA,high,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia oregona,2,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia ovalis,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia palea,5,BN,NA,NA,NA,NA,high,high,HM,NHHONO,DO_30,FB,PS,PH,NA,NA,NA,FB,Heterotroph,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia palea var debilis,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia palea var tenuirostris,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,FB,NA,NA,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia paleacea,3,BN,NA,NA,NA,NA,NA,NA,HM,NHHONO,DO_50,FB,AM,E,NA,NA,NA,FB,Heterotroph,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia paleaeformis,4,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia panduriformis var continua,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia parvula,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia pellucida,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia perminuta,4,BN,NA,NA,NA,NA,high,high,HM,NALON,DO_100,FB,OS,OM,NA,NA,NA,FB,NALON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia perpusilla,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia perspicua,5,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia prolongata var hoehnkii,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia pseudofonticola,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,FB,NA,E,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia pumila,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia pura,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,FB,OS,NA,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia pusilla,4,BN,NA,NA,NA,NA,high,high,HM,NAHON,DO_75,FB,BM,I,NA,NA,NA,FB,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia radicula,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia recta,3,BN,NA,NA,NA,NA,NA,NA,HM,NAHON,DO_75,FB,BM,I,NA,NA,NA,FB,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia reversa,NA,BN,NA,NA,NA,NA,NA,high,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia romana,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia rosenstockii,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,FB,NA,NA,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia rostellata,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia scalpelliformis,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia sigma,4,BN,NA,NA,NA,NA,NA,high,HM,NAHON,DO_50,B,AM,E,NA,NA,NA,Halo,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia sigmoidea,4,BN,NA,NA,NA,NA,high,NA,HM,NAHON,DO_50,FB,BM,E,NA,NA,NA,FB,NAHON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia siliqua,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia sinuata,2,BN,NA,NA,NA,NA,NA,NA,HM,NALON,DO_100,FB,BM,M,NA,NA,NA,FB,NALON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia sinuata var delognei,3,BN,NA,NA,NA,NA,NA,low,HM,NALON,DO_100,FB,BM,ME,NA,NA,NA,FB,NALON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia sinuata var tabellaria,3,BN,NA,NA,NA,NA,low,low,HM,NALON,DO_100,F,BM,M,NA,NA,NA,F,NALON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia sociabilis,4,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia solita,4,BN,NA,NA,NA,NA,high,high,HM,NA,NA,BF,NA,E,NA,NA,NA,Halo,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia soratensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia subacicularis,NA,BN,NA,NA,NA,NA,NA,NA,HM,NALON,DO_100,FB,BM,I,NA,NA,NA,FB,NALON,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia subcohaerens var scotica,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia sublinearis,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia subtilis,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia supralitorea,5,BN,NA,NA,NA,NA,high,NA,HM,NHHONF,DO_75,FB,AM,E,NA,NA,NA,FB,Heterotroph,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia tenuirostris,3,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia terrestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia tropica,4,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia tryblionella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia tubicola,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia umbonata,5,BN,NA,NA,NA,NA,high,high,HM,NHHONO,DO_10,FB,PS,PH,NA,NA,NA,FB,Heterotroph,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia valdecostata,4,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia valdestriata,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,DO_100,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia vermicularis,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,DO_100,FB,BM,I,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia virgata,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia vitrea,NA,BN,NA,NA,NA,NA,NA,low,HM,NA,NA,B,NA,E,NA,NA,NA,Halo,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia vitrea var salinarum,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia volcanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nitzschia wuellerstorffii,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,
Nodularia,3,NA,Yes,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nodularia,
Nodularia harveyana,NA,NA,Yes,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nodularia,
